time,SVEL,SVEL_qc,PSAL,PSAL_qc,CNDC,CNDC_qc,PRES,PRES_qc,TEMP,TEMP_qc
2021-02-04T12:30:00Z,1504.83,1,38.1679,1,4.44445,1,19.651,1,13.167,1
2021-02-04T13:00:00Z,1504.78,1,38.1673,1,4.44295,1,19.64,1,13.1533,1
2021-02-04T13:30:00Z,1504.67,1,38.1661,1,4.43927,1,19.633,1,13.1193,1
2021-02-04T14:00:00Z,1504.67,1,38.1691,1,4.43963,1,19.618,1,13.1197,1
2021-02-04T14:30:00Z,1504.71,1,38.1726,1,4.44096,1,19.614,1,13.129,1
2021-02-04T15:00:00Z,1504.74,1,38.1757,1,4.44232,1,19.603,1,13.1389,1
2021-02-04T15:30:00Z,1504.79,1,38.1795,1,4.44414,1,19.602,1,13.1525,1
2021-02-04T16:00:00Z,1504.84,1,38.1836,1,4.44579,1,19.586,1,13.1643,1
2021-02-04T16:30:00Z,1504.84,1,38.1845,1,4.44593,1,19.579,1,13.1648,1
2021-02-04T17:00:00Z,1504.83,1,38.1839,1,4.4455,1,19.572,1,13.1612,1
2021-02-04T17:30:00Z,1504.82,1,38.1834,1,4.4454,1,19.565,1,13.1608,1
2021-02-04T18:00:00Z,1504.84,1,38.1838,1,4.446,1,19.564,1,13.1661,1
2021-02-04T18:30:00Z,1504.89,1,38.1844,1,4.44759,1,19.558,1,13.1807,1
2021-02-04T19:00:00Z,1504.91,1,38.1848,1,4.44829,1,19.557,1,13.187,1
2021-02-04T19:30:00Z,1504.96,1,38.1854,1,4.4499,1,19.561,1,13.2017,1
2021-02-04T20:00:00Z,1505.0,1,38.1863,1,4.45126,1,19.558,1,13.2138,1
2021-02-04T20:30:00Z,1505.02,1,38.1872,1,4.4518,1,19.566,1,13.2181,1
2021-02-04T21:00:00Z,1505.01,1,38.1879,1,4.45171,1,19.58,1,13.2166,1
2021-02-04T21:30:00Z,1505.01,1,38.1883,1,4.45156,1,19.593,1,13.2147,1
2021-02-04T22:00:00Z,1505.01,1,38.1889,1,4.45176,1,19.604,1,13.216,1
2021-02-04T22:30:00Z,1505.02,1,38.1893,1,4.45191,1,19.613,1,13.217,1
2021-02-04T23:00:00Z,1505.02,1,38.1897,1,4.45214,1,19.622,1,13.2188,1
2021-02-04T23:30:00Z,1505.03,1,38.1902,1,4.45246,1,19.626,1,13.2215,1
2021-02-05T00:00:00Z,1505.04,1,38.1905,1,4.45278,1,19.634,1,13.2242,1
2021-02-05T00:00:00Z,1505.04,1,38.1905,1,4.45278,1,19.634,1,13.2242,1
2021-02-05T00:30:00Z,1505.05,1,38.1907,1,4.45312,1,19.635,1,13.2272,1
2021-02-05T01:00:00Z,1505.07,1,38.1914,1,4.45389,1,19.633,1,13.2339,1
2021-02-05T01:30:00Z,1505.1,1,38.192,1,4.45471,1,19.635,1,13.2411,1
2021-02-05T02:00:00Z,1505.13,1,38.1933,1,4.45587,1,19.63,1,13.2509,1
