time,depth,sensor_id,precise_latitude,precise_longitude,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2023-01-01 00:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0000,1,5.0000,1,26.0000,1,2.0000,1
2023-01-01 00:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0018,1,5.0004,1,26.0018,1,2.1309,1
2023-01-01 01:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0036,1,5.0007,1,26.0036,1,2.2595,1
2023-01-01 01:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0054,1,5.0011,1,26.0054,1,2.3837,1
2023-01-01 02:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0072,1,5.0014,1,26.0072,1,2.5012,1
2023-01-01 02:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0090,1,5.0018,1,26.0090,1,2.6102,1
2023-01-01 03:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0108,1,5.0022,1,26.0108,1,2.7086,1
2023-01-01 03:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0126,1,5.0025,1,26.0126,1,2.7949,1
2023-01-01 04:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0144,1,5.0029,1,26.0144,1,2.8675,1
2023-01-01 04:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0162,1,5.0032,1,26.0162,1,2.9251,1
2023-01-01 05:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0180,1,5.0036,1,26.0180,1,2.9669,1
2023-01-01 05:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0198,1,5.0040,1,26.0198,1,2.9920,1
2023-01-01 06:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0216,1,5.0043,1,26.0216,1,3.0000,1
2023-01-01 06:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0234,1,5.0047,1,26.0234,1,2.9908,1
2023-01-01 07:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0252,1,5.0050,1,26.0252,1,2.9646,1
2023-01-01 07:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0270,1,5.0054,1,26.0270,1,2.9218,1
2023-01-01 08:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0288,1,5.0058,1,26.0288,1,2.8631,1
2023-01-01 08:30:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0306,1,5.0061,1,26.0306,1,2.7896,1
2023-01-01 09:00:00+00:00,100,SBE37SMP_SN0004,43.8423,9.1350,26.0324,1,5.0065,1,26.0324,1,2.7025,1
