time,precise_latitude,precise_longitude,depth,sensor_id,AIRT,WSPD,WDIR,AIRT_QC,WSPD_QC,WDIR_QC
2023-01-01 00:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0000,10.0000,180.0000,1,1,1
2023-01-01 00:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0036,10.0004,180.3237,1,1,1
2023-01-01 01:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0072,10.0007,180.6473,1,1,1
2023-01-01 01:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0108,10.0011,180.9710,1,1,1
2023-01-01 02:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0144,10.0014,181.2946,1,1,1
2023-01-01 02:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0180,10.0018,181.6182,1,1,1
2023-01-01 03:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0216,10.0022,181.9419,1,1,1
2023-01-01 03:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0252,10.0025,182.2655,1,1,1
2023-01-01 04:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0288,10.0029,182.5891,1,1,1
2023-01-01 04:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0324,10.0032,182.9128,1,1,1
2023-01-01 05:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0360,10.0036,183.2364,1,1,1
2023-01-01 05:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0396,10.0040,183.5600,1,1,1
2023-01-01 06:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0432,10.0043,183.8835,1,1,1
2023-01-01 06:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0467,10.0047,184.2071,1,1,1
2023-01-01 07:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0503,10.0050,184.5307,1,1,1
2023-01-01 07:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0539,10.0054,184.8542,1,1,1
2023-01-01 08:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0575,10.0058,185.1777,1,1,1
2023-01-01 08:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0611,10.0061,185.5012,1,1,1
2023-01-01 09:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0647,10.0065,185.8247,1,1,1
2023-01-01 09:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0683,10.0068,186.1482,1,1,1
2023-01-01 10:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0719,10.0072,186.4717,1,1,1
2023-01-01 10:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0755,10.0076,186.7951,1,1,1
2023-01-01 11:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0791,10.0079,187.1185,1,1,1
2023-01-01 11:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0827,10.0083,187.4419,1,1,1
2023-01-01 12:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0863,10.0086,187.7653,1,1,1
2023-01-01 12:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0899,10.0090,188.0886,1,1,1
2023-01-01 13:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0935,10.0093,188.4119,1,1,1
2023-01-01 13:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.0971,10.0097,188.7352,1,1,1
2023-01-01 14:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.1007,10.0101,189.0585,1,1,1
2023-01-01 14:30:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.1043,10.0104,189.3817,1,1,1
2023-01-01 15:00:00+00:00,43.8423,9.1350,-1,Airmar_200WX_SN0001,30.1079,10.0108,189.7049,1,1,1
