time,depth,sensor_id,precise_latitude,precise_longitude,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2024-01-01 00:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0000,1,3.0000,1,18.0000,1,0.0000,1
2024-01-01 00:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0018,1,3.0004,1,18.0018,1,0.1305,1
2024-01-01 01:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0036,1,3.0007,1,18.0036,1,0.2588,1
2024-01-01 01:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0054,1,3.0011,1,18.0054,1,0.3827,1
2024-01-01 02:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0072,1,3.0014,1,18.0072,1,0.5000,1
2024-01-01 02:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0090,1,3.0018,1,18.0090,1,0.6088,1
2024-01-01 03:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0108,1,3.0022,1,18.0108,1,0.7071,1
2024-01-01 03:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0126,1,3.0025,1,18.0126,1,0.7934,1
2024-01-01 04:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0143,1,3.0029,1,18.0143,1,0.8660,1
2024-01-01 04:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0161,1,3.0032,1,18.0161,1,0.9239,1
2024-01-01 05:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0179,1,3.0036,1,18.0179,1,0.9659,1
2024-01-01 05:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0197,1,3.0039,1,18.0197,1,0.9914,1
2024-01-01 06:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0215,1,3.0043,1,18.0215,1,1.0000,1
2024-01-01 06:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0233,1,3.0047,1,18.0233,1,0.9914,1
2024-01-01 07:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0251,1,3.0050,1,18.0251,1,0.9659,1
2024-01-01 07:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0269,1,3.0054,1,18.0269,1,0.9239,1
2024-01-01 08:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0287,1,3.0057,1,18.0287,1,0.8660,1
2024-01-01 08:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0305,1,3.0061,1,18.0305,1,0.7934,1
2024-01-01 09:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0323,1,3.0065,1,18.0323,1,0.7071,1
2024-01-01 09:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0341,1,3.0068,1,18.0341,1,0.6088,1
2024-01-01 10:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0359,1,3.0072,1,18.0359,1,0.5000,1
2024-01-01 10:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0377,1,3.0075,1,18.0377,1,0.3827,1
2024-01-01 11:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0394,1,3.0079,1,18.0394,1,0.2588,1
2024-01-01 11:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0412,1,3.0082,1,18.0412,1,0.1305,1
2024-01-01 12:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0430,1,3.0086,1,18.0430,1,-0.0000,1
2024-01-01 12:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0448,1,3.0090,1,18.0448,1,-0.1305,1
2024-01-01 13:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0466,1,3.0093,1,18.0466,1,-0.2588,1
2024-01-01 13:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0484,1,3.0097,1,18.0484,1,-0.3827,1
2024-01-01 14:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0502,1,3.0100,1,18.0502,1,-0.5000,1
2024-01-01 14:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0520,1,3.0104,1,18.0520,1,-0.6088,1
2024-01-01 15:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0538,1,3.0108,1,18.0538,1,-0.7071,1
2024-01-01 15:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0556,1,3.0111,1,18.0556,1,-0.7934,1
2024-01-01 16:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0574,1,3.0115,1,18.0574,1,-0.8660,1
2024-01-01 16:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0592,1,3.0118,1,18.0592,1,-0.9239,1
2024-01-01 17:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0610,1,3.0122,1,18.0610,1,-0.9659,1
2024-01-01 17:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0628,1,3.0126,1,18.0628,1,-0.9914,1
2024-01-01 18:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0646,1,3.0129,1,18.0646,1,-1.0000,1
2024-01-01 18:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0663,1,3.0133,1,18.0663,1,-0.9914,1
2024-01-01 19:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0681,1,3.0136,1,18.0681,1,-0.9659,1
2024-01-01 19:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0699,1,3.0140,1,18.0699,1,-0.9239,1
2024-01-01 20:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0717,1,3.0143,1,18.0717,1,-0.8660,1
2024-01-01 20:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0735,1,3.0147,1,18.0735,1,-0.7934,1
2024-01-01 21:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0753,1,3.0151,1,18.0753,1,-0.7071,1
2024-01-01 21:30:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0771,1,3.0154,1,18.0771,1,-0.6088,1
2024-01-01 22:00:00+00:00,300,SBE37SMP_SN0001,43.8401,9.1317,18.0789,1,3.0158,1,18.0789,1,-0.5000,1
