time,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC
2024-01-01 00:00:00+00:00,25.0000,1.0000,5.0000,1.0000,25.0000,1.0000
2024-01-01 00:30:00+00:00,25.0018,1.0000,5.0004,1.0000,25.0018,1.0000
2024-01-01 01:00:00+00:00,25.0036,1.0000,5.0007,1.0000,25.0036,1.0000
2024-01-01 01:30:00+00:00,25.0054,1.0000,5.0011,1.0000,25.0054,1.0000
2024-01-01 02:00:00+00:00,25.0072,1.0000,5.0014,1.0000,25.0072,1.0000
2024-01-01 02:30:00+00:00,25.0089,1.0000,5.0018,1.0000,25.0089,1.0000
2024-01-01 03:00:00+00:00,25.0107,1.0000,5.0021,1.0000,25.0107,1.0000
2024-01-01 03:30:00+00:00,25.0125,1.0000,5.0025,1.0000,25.0125,1.0000
2024-01-01 04:00:00+00:00,25.0143,1.0000,5.0029,1.0000,25.0143,1.0000
2024-01-01 04:30:00+00:00,25.0161,1.0000,5.0032,1.0000,25.0161,1.0000
2024-01-01 05:00:00+00:00,25.0179,1.0000,5.0036,1.0000,25.0179,1.0000
2024-01-01 05:30:00+00:00,25.0197,1.0000,5.0039,1.0000,25.0197,1.0000
2024-01-01 06:00:00+00:00,25.0215,1.0000,5.0043,1.0000,25.0215,1.0000
2024-01-01 06:30:00+00:00,25.0232,1.0000,5.0046,1.0000,25.0232,1.0000
2024-01-01 07:00:00+00:00,25.0250,1.0000,5.0050,1.0000,25.0250,1.0000
2024-01-01 07:30:00+00:00,25.0268,1.0000,5.0054,1.0000,25.0268,1.0000
2024-01-01 08:00:00+00:00,25.0286,1.0000,5.0057,1.0000,25.0286,1.0000
2024-01-01 08:30:00+00:00,25.0304,1.0000,5.0061,1.0000,25.0304,1.0000
2024-01-01 09:00:00+00:00,25.0322,1.0000,5.0064,1.0000,25.0322,1.0000
2024-01-01 09:30:00+00:00,25.0340,1.0000,5.0068,1.0000,25.0340,1.0000
2024-01-01 10:00:00+00:00,25.0358,1.0000,5.0072,1.0000,25.0358,1.0000
2024-01-01 10:30:00+00:00,25.0376,1.0000,5.0075,1.0000,25.0376,1.0000
2024-01-01 11:00:00+00:00,25.0393,1.0000,5.0079,1.0000,25.0393,1.0000
2024-01-01 11:30:00+00:00,25.0411,1.0000,5.0082,1.0000,25.0411,1.0000
2024-01-01 12:00:00+00:00,25.0429,1.0000,5.0086,1.0000,25.0429,1.0000
2024-01-01 12:30:00+00:00,25.0447,1.0000,5.0089,1.0000,25.0447,1.0000
2024-01-01 13:00:00+00:00,25.0465,1.0000,5.0093,1.0000,25.0465,1.0000
2024-01-01 13:30:00+00:00,25.0483,1.0000,5.0097,1.0000,25.0483,1.0000
2024-01-01 14:00:00+00:00,25.0501,1.0000,5.0100,1.0000,25.0501,1.0000
2024-01-01 14:30:00+00:00,25.0519,1.0000,5.0104,1.0000,25.0519,1.0000
2024-01-01 15:00:00+00:00,25.0536,1.0000,5.0107,1.0000,25.0536,1.0000
2024-01-01 15:30:00+00:00,25.0554,1.0000,5.0111,1.0000,25.0554,1.0000
2024-01-01 16:00:00+00:00,25.0572,1.0000,5.0114,1.0000,25.0572,1.0000
2024-01-01 16:30:00+00:00,25.0590,1.0000,5.0118,1.0000,25.0590,1.0000
2024-01-01 17:00:00+00:00,25.0608,1.0000,5.0122,1.0000,25.0608,1.0000
2024-01-01 17:30:00+00:00,25.0626,1.0000,5.0125,1.0000,25.0626,1.0000
2024-01-01 18:00:00+00:00,25.0644,1.0000,5.0129,1.0000,25.0644,1.0000
2024-01-01 18:30:00+00:00,25.0662,1.0000,5.0132,1.0000,25.0662,1.0000
2024-01-01 19:00:00+00:00,25.0680,1.0000,5.0136,1.0000,25.0680,1.0000
2024-01-01 19:30:00+00:00,25.0697,1.0000,5.0139,1.0000,25.0697,1.0000
2024-01-01 20:00:00+00:00,25.0715,1.0000,5.0143,1.0000,25.0715,1.0000
2024-01-01 20:30:00+00:00,25.0733,1.0000,5.0147,1.0000,25.0733,1.0000
2024-01-01 21:00:00+00:00,25.0751,1.0000,5.0150,1.0000,25.0751,1.0000
2024-01-01 21:30:00+00:00,25.0769,1.0000,5.0154,1.0000,25.0769,1.0000
2024-01-01 22:00:00+00:00,25.0787,1.0000,5.0157,1.0000,25.0787,1.0000
2024-01-01 22:30:00+00:00,25.0805,1.0000,5.0161,1.0000,25.0805,1.0000
2024-01-01 23:00:00+00:00,25.0823,1.0000,5.0165,1.0000,25.0823,1.0000
2024-01-01 23:30:00+00:00,25.0840,1.0000,5.0168,1.0000,25.0840,1.0000
2024-01-02 00:00:00+00:00,25.0858,1.0000,5.0172,1.0000,25.0858,1.0000
2024-01-02 00:30:00+00:00,25.0876,1.0000,5.0175,1.0000,25.0876,1.0000
2024-01-02 01:00:00+00:00,25.0894,1.0000,5.0179,1.0000,25.0894,1.0000
2024-01-02 01:30:00+00:00,25.0912,1.0000,5.0182,1.0000,25.0912,1.0000
2024-01-02 02:00:00+00:00,25.0930,1.0000,5.0186,1.0000,25.0930,1.0000
2024-01-02 02:30:00+00:00,25.0948,1.0000,5.0190,1.0000,25.0948,1.0000
2024-01-02 03:00:00+00:00,25.0966,1.0000,5.0193,1.0000,25.0966,1.0000
2024-01-02 03:30:00+00:00,25.0983,1.0000,5.0197,1.0000,25.0983,1.0000
2024-01-02 04:00:00+00:00,25.1001,1.0000,5.0200,1.0000,25.1001,1.0000
2024-01-02 04:30:00+00:00,25.1019,1.0000,5.0204,1.0000,25.1019,1.0000
2024-01-02 05:00:00+00:00,25.1037,1.0000,5.0207,1.0000,25.1037,1.0000
2024-01-02 05:30:00+00:00,25.1055,1.0000,5.0211,1.0000,25.1055,1.0000
2024-01-02 06:00:00+00:00,25.1073,1.0000,5.0215,1.0000,25.1073,1.0000
2024-01-02 06:30:00+00:00,25.1091,1.0000,5.0218,1.0000,25.1091,1.0000
2024-01-02 07:00:00+00:00,25.1109,1.0000,5.0222,1.0000,25.1109,1.0000
2024-01-02 07:30:00+00:00,25.1127,1.0000,5.0225,1.0000,25.1127,1.0000
2024-01-02 08:00:00+00:00,25.1144,1.0000,5.0229,1.0000,25.1144,1.0000
2024-01-02 08:30:00+00:00,25.1162,1.0000,5.0232,1.0000,25.1162,1.0000
2024-01-02 09:00:00+00:00,25.1180,1.0000,5.0236,1.0000,25.1180,1.0000
2024-01-02 09:30:00+00:00,25.1198,1.0000,5.0240,1.0000,25.1198,1.0000
2024-01-02 10:00:00+00:00,25.1216,1.0000,5.0243,1.0000,25.1216,1.0000
2024-01-02 10:30:00+00:00,25.1234,1.0000,5.0247,1.0000,25.1234,1.0000
2024-01-02 11:00:00+00:00,25.1252,1.0000,5.0250,1.0000,25.1252,1.0000
2024-01-02 11:30:00+00:00,25.1270,1.0000,5.0254,1.0000,25.1270,1.0000
2024-01-02 12:00:00+00:00,25.1287,1.0000,5.0257,1.0000,25.1287,1.0000
2024-01-02 12:30:00+00:00,25.1305,1.0000,5.0261,1.0000,25.1305,1.0000
2024-01-02 13:00:00+00:00,25.1323,1.0000,5.0265,1.0000,25.1323,1.0000
2024-01-02 13:30:00+00:00,25.1341,1.0000,5.0268,1.0000,25.1341,1.0000
2024-01-02 14:00:00+00:00,25.1359,1.0000,5.0272,1.0000,25.1359,1.0000
2024-01-02 14:30:00+00:00,25.1377,1.0000,5.0275,1.0000,25.1377,1.0000
2024-01-02 15:00:00+00:00,25.1395,1.0000,5.0279,1.0000,25.1395,1.0000
2024-01-02 15:30:00+00:00,25.1413,1.0000,5.0283,1.0000,25.1413,1.0000
2024-01-02 16:00:00+00:00,25.1430,1.0000,5.0286,1.0000,25.1430,1.0000
2024-01-02 16:30:00+00:00,25.1448,1.0000,5.0290,1.0000,25.1448,1.0000
2024-01-02 17:00:00+00:00,25.1466,1.0000,5.0293,1.0000,25.1466,1.0000
2024-01-02 17:30:00+00:00,25.1484,1.0000,5.0297,1.0000,25.1484,1.0000
2024-01-02 18:00:00+00:00,25.1502,1.0000,5.0300,1.0000,25.1502,1.0000
2024-01-02 18:30:00+00:00,25.1520,1.0000,5.0304,1.0000,25.1520,1.0000
2024-01-02 19:00:00+00:00,25.1538,1.0000,5.0308,1.0000,25.1538,1.0000
2024-01-02 19:30:00+00:00,25.1556,1.0000,5.0311,1.0000,25.1556,1.0000
2024-01-02 20:00:00+00:00,25.1573,1.0000,5.0315,1.0000,25.1573,1.0000
2024-01-02 20:30:00+00:00,25.1591,1.0000,5.0318,1.0000,25.1591,1.0000
2024-01-02 21:00:00+00:00,25.1609,1.0000,5.0322,1.0000,25.1609,1.0000
2024-01-02 21:30:00+00:00,25.1627,1.0000,5.0325,1.0000,25.1627,1.0000
2024-01-02 22:00:00+00:00,25.1645,1.0000,5.0329,1.0000,25.1645,1.0000
2024-01-02 22:30:00+00:00,25.1663,1.0000,5.0333,1.0000,25.1663,1.0000
2024-01-02 23:00:00+00:00,25.1681,1.0000,5.0336,1.0000,25.1681,1.0000
2024-01-02 23:30:00+00:00,25.1699,1.0000,5.0340,1.0000,25.1699,1.0000
2024-01-03 00:00:00+00:00,25.1716,1.0000,5.0343,1.0000,25.1716,1.0000
2024-01-03 00:30:00+00:00,25.1734,1.0000,5.0347,1.0000,25.1734,1.0000
2024-01-03 01:00:00+00:00,25.1752,1.0000,5.0350,1.0000,25.1752,1.0000
2024-01-03 01:30:00+00:00,25.1770,1.0000,5.0354,1.0000,25.1770,1.0000
2024-01-03 02:00:00+00:00,25.1788,1.0000,5.0358,1.0000,25.1788,1.0000
2024-01-03 02:30:00+00:00,25.1806,1.0000,5.0361,1.0000,25.1806,1.0000
2024-01-03 03:00:00+00:00,25.1824,1.0000,5.0365,1.0000,25.1824,1.0000
2024-01-03 03:30:00+00:00,25.1841,1.0000,5.0368,1.0000,25.1841,1.0000
2024-01-03 04:00:00+00:00,25.1859,1.0000,5.0372,1.0000,25.1859,1.0000
2024-01-03 04:30:00+00:00,25.1877,1.0000,5.0375,1.0000,25.1877,1.0000
2024-01-03 05:00:00+00:00,25.1895,1.0000,5.0379,1.0000,25.1895,1.0000
2024-01-03 05:30:00+00:00,25.1913,1.0000,5.0383,1.0000,25.1913,1.0000
2024-01-03 06:00:00+00:00,25.1931,1.0000,5.0386,1.0000,25.1931,1.0000
2024-01-03 06:30:00+00:00,25.1949,1.0000,5.0390,1.0000,25.1949,1.0000
2024-01-03 07:00:00+00:00,25.1967,1.0000,5.0393,1.0000,25.1967,1.0000
2024-01-03 07:30:00+00:00,25.1984,1.0000,5.0397,1.0000,25.1984,1.0000
2024-01-03 08:00:00+00:00,25.2002,1.0000,5.0400,1.0000,25.2002,1.0000
2024-01-03 08:30:00+00:00,25.2020,1.0000,5.0404,1.0000,25.2020,1.0000
2024-01-03 09:00:00+00:00,25.2038,1.0000,5.0408,1.0000,25.2038,1.0000
2024-01-03 09:30:00+00:00,25.2056,1.0000,5.0411,1.0000,25.2056,1.0000
2024-01-03 10:00:00+00:00,25.2074,1.0000,5.0415,1.0000,25.2074,1.0000
2024-01-03 10:30:00+00:00,25.2092,1.0000,5.0418,1.0000,25.2092,1.0000
2024-01-03 11:00:00+00:00,25.2110,1.0000,5.0422,1.0000,25.2110,1.0000
2024-01-03 11:30:00+00:00,25.2127,1.0000,5.0425,1.0000,25.2127,1.0000
2024-01-03 12:00:00+00:00,25.2145,1.0000,5.0429,1.0000,25.2145,1.0000
2024-01-03 12:30:00+00:00,25.2163,1.0000,5.0433,1.0000,25.2163,1.0000
2024-01-03 13:00:00+00:00,25.2181,1.0000,5.0436,1.0000,25.2181,1.0000
2024-01-03 13:30:00+00:00,25.2199,1.0000,5.0440,1.0000,25.2199,1.0000
2024-01-03 14:00:00+00:00,25.2217,1.0000,5.0443,1.0000,25.2217,1.0000
2024-01-03 14:30:00+00:00,25.2235,1.0000,5.0447,1.0000,25.2235,1.0000
2024-01-03 15:00:00+00:00,25.2252,1.0000,5.0450,1.0000,25.2252,1.0000
2024-01-03 15:30:00+00:00,25.2270,1.0000,5.0454,1.0000,25.2270,1.0000
2024-01-03 16:00:00+00:00,25.2288,1.0000,5.0458,1.0000,25.2288,1.0000
2024-01-03 16:30:00+00:00,25.2306,1.0000,5.0461,1.0000,25.2306,1.0000
2024-01-03 17:00:00+00:00,25.2324,1.0000,5.0465,1.0000,25.2324,1.0000
2024-01-03 17:30:00+00:00,25.2342,1.0000,5.0468,1.0000,25.2342,1.0000
2024-01-03 18:00:00+00:00,25.2360,1.0000,5.0472,1.0000,25.2360,1.0000
2024-01-03 18:30:00+00:00,25.2377,1.0000,5.0475,1.0000,25.2377,1.0000
2024-01-03 19:00:00+00:00,25.2395,1.0000,5.0479,1.0000,25.2395,1.0000
2024-01-03 19:30:00+00:00,25.2413,1.0000,5.0483,1.0000,25.2413,1.0000
2024-01-03 20:00:00+00:00,25.2431,1.0000,5.0486,1.0000,25.2431,1.0000
2024-01-03 20:30:00+00:00,25.2449,1.0000,5.0490,1.0000,25.2449,1.0000
2024-01-03 21:00:00+00:00,25.2467,1.0000,5.0493,1.0000,25.2467,1.0000
2024-01-03 21:30:00+00:00,25.2485,1.0000,5.0497,1.0000,25.2485,1.0000
2024-01-03 22:00:00+00:00,25.2503,1.0000,5.0501,1.0000,25.2503,1.0000
2024-01-03 22:30:00+00:00,25.2520,1.0000,5.0504,1.0000,25.2520,1.0000
2024-01-03 23:00:00+00:00,25.2538,1.0000,5.0508,1.0000,25.2538,1.0000
2024-01-03 23:30:00+00:00,25.2556,1.0000,5.0511,1.0000,25.2556,1.0000
2024-01-04 00:00:00+00:00,25.2574,1.0000,5.0515,1.0000,25.2574,1.0000
2024-01-04 00:30:00+00:00,25.2592,1.0000,5.0518,1.0000,25.2592,1.0000
2024-01-04 01:00:00+00:00,25.2610,1.0000,5.0522,1.0000,25.2610,1.0000
2024-01-04 01:30:00+00:00,25.2628,1.0000,5.0526,1.0000,25.2628,1.0000
2024-01-04 02:00:00+00:00,25.2645,1.0000,5.0529,1.0000,25.2645,1.0000
2024-01-04 02:30:00+00:00,25.2663,1.0000,5.0533,1.0000,25.2663,1.0000
2024-01-04 03:00:00+00:00,25.2681,1.0000,5.0536,1.0000,25.2681,1.0000
2024-01-04 03:30:00+00:00,25.2699,1.0000,5.0540,1.0000,25.2699,1.0000
2024-01-04 04:00:00+00:00,25.2717,1.0000,5.0543,1.0000,25.2717,1.0000
