time,TEMP,TEMP_QC,CNDC,CNDC_QC,PSAL,PSAL_QC
2024-01-01 00:00:00,20.0000,1,5.0000,1,20.0000,1
2024-01-01 00:30:00,20.0018,1,5.0004,1,20.0018,1
2024-01-01 01:00:00,20.0036,1,5.0007,1,20.0036,1
2024-01-01 01:30:00,20.0054,1,5.0011,1,20.0054,1
2024-01-01 02:00:00,20.0072,1,5.0014,1,20.0072,1
2024-01-01 02:30:00,20.0089,1,5.0018,1,20.0089,1
2024-01-01 03:00:00,20.0107,1,5.0021,1,20.0107,1
2024-01-01 03:30:00,20.0125,1,5.0025,1,20.0125,1
2024-01-01 04:00:00,20.0143,1,5.0029,1,20.0143,1
2024-01-01 04:30:00,20.0161,1,5.0032,1,20.0161,1
2024-01-01 05:00:00,20.0179,1,5.0036,1,20.0179,1
2024-01-01 05:30:00,20.0197,1,5.0039,1,20.0197,1
2024-01-01 06:00:00,20.0215,1,5.0043,1,20.0215,1
2024-01-01 06:30:00,20.0232,1,5.0046,1,20.0232,1
2024-01-01 07:00:00,20.0250,1,5.0050,1,20.0250,1
2024-01-01 07:30:00,20.0268,1,5.0054,1,20.0268,1
2024-01-01 08:00:00,20.0286,1,5.0057,1,20.0286,1
2024-01-01 08:30:00,20.0304,1,5.0061,1,20.0304,1
2024-01-01 09:00:00,20.0322,1,5.0064,1,20.0322,1
2024-01-01 09:30:00,20.0340,1,5.0068,1,20.0340,1
2024-01-01 10:00:00,20.0358,1,5.0072,1,20.0358,1
2024-01-01 10:30:00,20.0376,1,5.0075,1,20.0376,1
2024-01-01 11:00:00,20.0393,1,5.0079,1,20.0393,1
2024-01-01 11:30:00,20.0411,1,5.0082,1,20.0411,1
2024-01-01 12:00:00,20.0429,1,5.0086,1,20.0429,1
2024-01-01 12:30:00,20.0447,1,5.0089,1,20.0447,1
2024-01-01 13:00:00,20.0465,1,5.0093,1,20.0465,1
2024-01-01 13:30:00,20.0483,1,5.0097,1,20.0483,1
2024-01-01 14:00:00,20.0501,1,5.0100,1,20.0501,1
2024-01-01 14:30:00,20.0519,1,5.0104,1,20.0519,1
2024-01-01 15:00:00,20.0536,1,5.0107,1,20.0536,1
2024-01-01 15:30:00,20.0554,1,5.0111,1,20.0554,1
2024-01-01 16:00:00,20.0572,1,5.0114,1,20.0572,1
2024-01-01 16:30:00,20.0590,1,5.0118,1,20.0590,1
2024-01-01 17:00:00,20.0608,1,5.0122,1,20.0608,1
2024-01-01 17:30:00,20.0626,1,5.0125,1,20.0626,1
2024-01-01 18:00:00,20.0644,1,5.0129,1,20.0644,1
2024-01-01 18:30:00,20.0662,1,5.0132,1,20.0662,1
2024-01-01 19:00:00,20.0679,1,5.0136,1,20.0679,1
2024-01-01 19:30:00,20.0697,1,5.0139,1,20.0697,1
2024-01-01 20:00:00,20.0715,1,5.0143,1,20.0715,1
2024-01-01 20:30:00,20.0733,1,5.0147,1,20.0733,1
2024-01-01 21:00:00,20.0751,1,5.0150,1,20.0751,1
2024-01-01 21:30:00,20.0769,1,5.0154,1,20.0769,1
2024-01-01 22:00:00,20.0787,1,5.0157,1,20.0787,1
2024-01-01 22:30:00,20.0805,1,5.0161,1,20.0805,1
2024-01-01 23:00:00,20.0823,1,5.0165,1,20.0823,1
2024-01-01 23:30:00,20.0840,1,5.0168,1,20.0840,1
2024-01-02 00:00:00,20.0858,1,5.0172,1,20.0858,1
2024-01-02 00:30:00,20.0876,1,5.0175,1,20.0876,1
2024-01-02 01:00:00,20.0894,1,5.0179,1,20.0894,1
2024-01-02 01:30:00,20.0912,1,5.0182,1,20.0912,1
2024-01-02 02:00:00,20.0930,1,5.0186,1,20.0930,1
2024-01-02 02:30:00,20.0948,1,5.0190,1,20.0948,1
